date,freq,25-y
106,1,125
108,1,125
111,1,125
112,1,125
115,1,125
117,1,125
118,1,125
120,1,125
312,1,325
313,1,325
443,1,450
425,1,425
475,1,475
101,1,125
377,1,400
594,1,600
423,1,425
438,1,450
452,1,475
473,1,475
522,1,525
536,1,550
346,1,350
469,1,475
483,1,500
574,1,575
800,2,825
107,2,125
113,2,125
114,2,125
116,2,125
121,2,125
124,2,125
134,2,150
135,2,150
142,2,150
152,2,175
153,2,175
156,2,175
164,2,175
167,2,175
175,2,175
189,2,200
192,2,200
217,2,225
228,2,250
233,2,250
234,2,250
236,2,250
239,2,250
243,2,250
284,2,300
285,2,300
319,2,325
349,2,350
412,2,425
445,2,450
467,2,475
472,2,475
474,2,475
476,2,500
518,2,525
520,2,525
527,2,550
534,2,550
557,2,575
563,2,575
612,2,625
470,2,475
547,2,550
462,2,475
538,2,550
545,2,550
394,2,400
397,2,400
556,2,575
347,2,350
468,2,475
486,2,500
345,2,350
348,2,350
437,2,450
506,2,525
523,2,525
521,2,525
562,2,575
582,2,600
561,2,575
110,3,125
461,3,475
105,3,125
370,3,375
103,3,125
119,3,125
104,3,125
123,3,125
128,3,150
129,3,150
131,3,150
133,3,150
136,3,150
137,3,150
139,3,150
147,3,150
149,3,150
157,3,175
159,3,175
162,3,175
165,3,175
166,3,175
168,3,175
172,3,175
173,3,175
174,3,175
182,3,200
183,3,200
191,3,200
194,3,200
202,3,225
211,3,225
215,3,225
216,3,225
222,3,225
224,3,225
225,3,225
229,3,250
242,3,250
244,3,250
246,3,250
247,3,250
272,3,275
274,3,275
276,3,300
294,3,300
298,3,300
299,3,300
304,3,325
306,3,325
309,3,325
329,3,350
375,3,375
419,3,425
466,3,475
471,3,475
497,3,500
507,3,525
512,3,525
516,3,525
542,3,550
550,3,550
560,3,575
586,3,600
591,3,600
431,3,450
392,3,400
424,3,425
434,3,450
374,3,375
430,3,450
442,3,450
509,3,525
572,3,575
353,3,375
409,3,425
441,3,450
463,3,475
587,3,600
588,3,600
619,3,625
733,3,750
731,3,750
385,4,400
398,4,400
209,4,225
125,4,125
188,4,200
185,4,200
336,4,350
553,4,575
102,4,125
127,4,150
143,4,150
146,4,150
158,4,175
177,4,200
186,4,200
195,4,200
204,4,225
205,4,225
208,4,225
212,4,225
213,4,225
219,4,225
226,4,250
227,4,250
232,4,250
241,4,250
245,4,250
253,4,275
254,4,275
260,4,275
266,4,275
269,4,275
277,4,300
282,4,300
308,4,325
311,4,325
315,4,325
318,4,325
327,4,350
338,4,350
341,4,350
354,4,375
364,4,375
367,4,375
391,4,400
414,4,425
416,4,425
449,4,450
451,4,475
453,4,475
456,4,475
600,4,625
458,4,475
464,4,475
478,4,500
417,4,425
479,4,500
480,4,500
485,4,500
488,4,500
489,4,500
496,4,500
514,4,525
526,4,550
528,4,550
530,4,550
532,4,550
540,4,550
552,4,575
567,4,575
571,4,575
577,4,600
656,4,675
399,4,400
402,4,425
384,4,400
429,4,450
499,4,500
519,4,525
546,4,550
580,4,600
343,4,350
388,4,400
355,4,375
396,4,400
544,4,550
598,4,600
344,4,350
368,4,375
436,4,450
607,4,625
611,4,625
614,4,625
624,4,625
352,5,375
333,5,350
539,5,550
12,5,25
154,5,175
160,5,175
184,5,200
465,5,475
508,5,525
240,5,250
109,5,125
126,5,150
122,5,125
141,5,150
150,5,150
151,5,175
155,5,175
161,5,175
163,5,175
171,5,175
176,5,200
178,5,200
179,5,200
190,5,200
193,5,200
197,5,200
203,5,225
206,5,225
223,5,225
230,5,250
231,5,250
237,5,250
238,5,250
251,5,275
263,5,275
267,5,275
271,5,275
278,5,300
280,5,300
281,5,300
287,5,300
314,5,325
324,5,325
326,5,350
328,5,350
330,5,350
337,5,350
339,5,350
369,5,375
376,5,400
393,5,400
383,5,400
386,5,400
421,5,425
427,5,450
444,5,450
447,5,450
448,5,450
446,5,450
455,5,475
482,5,500
494,5,500
503,5,525
504,5,525
513,5,525
517,5,525
535,5,550
554,5,575
575,5,575
583,5,600
589,5,600
622,5,625
643,5,650
378,5,400
379,5,400
406,5,425
541,5,550
565,5,575
576,5,600
593,5,600
595,5,600
609,5,625
433,5,450
395,5,400
439,5,450
426,5,450
533,5,550
617,5,625
641,5,650
627,5,650
650,5,650
578,5,600
644,5,650
632,5,650
685,5,700
689,5,700
389,6,400
249,6,250
235,6,250
454,6,475
477,6,500
264,6,275
331,6,350
248,6,250
144,6,150
148,6,150
180,6,200
187,6,200
199,6,200
214,6,225
221,6,225
250,6,250
252,6,275
273,6,275
275,6,275
283,6,300
286,6,300
288,6,300
291,6,300
293,6,300
295,6,300
296,6,300
297,6,300
307,6,325
317,6,325
320,6,325
351,6,375
382,6,400
459,6,475
75,6,75
491,6,500
493,6,500
498,6,500
505,6,525
531,6,550
549,6,550
558,6,575
566,6,575
510,6,525
585,6,600
601,6,625
606,6,625
635,6,650
688,6,700
373,6,375
515,6,525
559,6,575
568,6,575
633,6,650
646,6,650
380,6,400
404,6,425
579,6,600
440,6,450
687,6,700
692,6,700
596,6,600
613,6,625
615,6,625
629,6,650
651,6,675
674,6,675
684,6,700
729,6,750
325,7,325
207,7,225
181,7,200
492,7,500
623,7,625
372,7,375
332,7,350
138,7,150
140,7,150
169,7,175
210,7,225
201,7,225
256,7,275
258,7,275
259,7,275
262,7,275
265,7,275
279,7,300
290,7,300
302,7,325
390,7,400
432,7,450
435,7,450
457,7,475
460,7,475
481,7,500
487,7,500
495,7,500
502,7,525
551,7,575
569,7,575
573,7,575
584,7,600
640,7,650
408,7,425
420,7,425
428,7,450
405,7,425
362,7,375
524,7,525
605,7,625
415,7,425
714,7,725
621,7,625
679,7,700
645,7,650
581,7,600
608,7,625
638,7,650
649,7,650
683,7,700
670,7,675
691,7,700
718,7,725
727,7,750
335,8,350
693,8,700
672,8,675
708,8,725
706,8,725
90,8,100
130,8,150
132,8,150
200,8,225
218,8,225
220,8,225
261,8,275
303,8,325
321,8,325
357,8,375
350,8,350
359,8,375
381,8,400
401,8,425
411,8,425
418,8,425
422,8,425
511,8,525
590,8,600
616,8,625
631,8,650
634,8,650
712,8,725
652,8,675
686,8,700
564,8,575
636,8,650
657,8,675
677,8,700
723,8,725
356,9,375
625,9,625
316,9,325
91,9,100
93,9,100
70,9,75
72,9,75
76,9,100
99,9,100
88,9,100
196,9,200
95,9,100
268,9,275
289,9,300
292,9,300
305,9,325
310,9,325
363,9,375
490,9,500
529,9,550
570,9,575
604,9,625
407,9,425
78,9,100
387,9,400
597,9,600
610,9,625
620,9,625
599,9,600
602,9,625
653,9,675
681,9,700
682,9,700
695,9,700
704,9,725
705,9,725
671,9,675
637,9,650
642,9,650
673,9,675
728,9,750
360,10,375
722,10,725
592,10,600
694,10,700
170,10,175
39,10,50
71,10,75
145,10,150
198,10,200
257,10,275
92,10,100
322,10,325
323,10,325
334,10,350
361,10,375
365,10,375
501,10,525
603,10,625
74,10,75
96,10,100
654,10,675
667,10,675
726,10,750
484,11,500
713,11,725
664,11,675
97,11,100
45,11,50
668,11,675
73,11,75
19,11,25
49,11,50
555,11,575
77,11,100
255,11,275
85,11,100
89,11,100
301,11,325
413,11,425
403,11,425
626,11,650
647,11,650
698,11,700
730,11,750
81,12,100
697,12,700
53,12,75
46,12,50
548,12,550
84,12,100
450,12,450
410,12,425
543,12,550
618,12,625
655,12,675
663,12,675
675,12,675
639,12,650
669,12,675
4,13,25
86,13,100
630,13,650
57,13,75
55,13,75
48,13,50
270,13,275
400,13,425
724,13,725
690,13,700
719,13,725
500,14,525
79,14,100
82,14,100
100,14,125
717,14,725
716,14,725
62,14,75
38,14,50
68,14,75
83,14,100
98,14,100
358,14,375
680,14,700
711,14,725
94,15,100
703,15,725
707,15,725
715,15,725
44,15,50
37,15,50
65,15,75
666,15,675
665,15,675
648,15,650
696,15,700
300,16,325
40,16,50
1,16,25
32,16,50
700,16,725
87,16,100
42,16,50
61,16,75
701,16,725
676,16,700
662,16,675
699,17,700
11,17,25
58,17,75
366,17,375
721,17,725
80,18,100
26,18,50
67,18,75
661,18,675
628,18,650
52,19,75
56,19,75
29,19,50
34,19,50
47,19,50
659,19,675
678,19,700
725,19,725
31,20,50
54,20,75
51,20,75
658,20,675
709,20,725
24,21,25
702,21,725
28,21,50
33,21,50
66,21,75
63,21,75
35,21,50
43,21,50
69,21,75
14,22,25
27,22,50
13,22,25
660,22,675
3,23,25
59,23,75
36,23,50
720,24,725
5,25,25
41,26,50
23,26,25
25,26,25
64,26,75
60,27,75
50,28,50
2,28,25
15,28,25
710,28,725
18,29,25
21,29,25
30,29,50
22,31,25
20,32,25
7,32,25
16,33,25
8,34,25
17,35,25
9,36,25
6,40,25
10,78,25
000,0,775
000,0,800
000,0,850
000,0,875
