section,st_pos,mid_pos,@YY806,@YY807,Mihan,Topic_id
1,0,197.5,0,0,0,0
2,395,685.5,0,0,0,0
3,976,1402.0,0,0,1,0
4,1828,2263.5,0,0,0,0
5,2699,2942.5,1,0,1,1
6,3186,4275.0,0,0,0,0
7,5364,7239.5,0,0,0,0
8,9115,9279.5,0,0,0,0
9,9444,9931.5,0,0,0,0
10,10419,10799.5,0,0,0,0
11,11180,11576.0,0,0,0,0
12,11972,13576.0,0,0,0,0
13,15180,18204.5,0,0,0,0
14,21229,24770.5,0,0,0,0
15,28312,28897.0,0,0,0,0
16,29482,29739.0,0,0,0,0
17,29996,32811.0,0,0,0,0
18,35626,35828.0,0,0,0,0
19,36030,37479.0,0,0,0,0
20,38928,39938.5,0,0,0,0
21,40949,42467.0,1,0,0,0
22,43985,44005.5,0,0,0,0
23,44026,45252.5,0,0,0,0
24,46479,47311.5,0,0,0,0
25,48144,48551.0,0,0,0,0
26,48958,49384.5,0,0,0,0
27,49811,50546.0,0,0,0,0
28,51281,51452.0,0,0,0,0
29,51623,52208.0,0,0,0,0
30,52793,53125.5,0,0,0,0
31,53458,53837.5,0,0,0,0
32,54217,55471.0,0,0,0,0
33,56725,56940.5,0,0,0,0
34,57156,57855.0,0,0,0,0
35,58554,60611.0,0,0,1,0
36,62668,63948.5,1,0,1,0
37,65229,65373.5,0,0,0,0
38,65518,67031.5,0,0,0,0
39,68545,69437.5,0,0,0,0
40,70330,70532.0,0,0,0,0
41,70734,71396.0,0,0,1,0
42,72058,73095.0,1,0,0,0
43,74132,76992.0,1,0,0,0
44,79852,83622.0,0,0,0,0
45,87392,87737.0,0,0,0,0
46,88082,88156.0,0,0,0,0
47,88230,88676.5,0,0,0,0
48,89123,89206.0,0,0,0,0
49,89289,89407.0,0,0,0,0
50,89525,90496.5,0,0,0,0
51,91468,91825.5,0,0,0,0
52,92183,94055.0,0,0,1,0
53,95927,99435.5,0,0,0,0
54,102944,105166.5,0,0,0,0
55,107389,107897.0,0,0,0,0
56,108405,108843.5,0,0,0,0
57,109282,109650.0,0,0,0,0
58,110018,110536.5,0,0,0,0
59,111055,112048.0,0,0,0,0
60,113041,113431.5,0,0,0,0
61,113822,114800.0,0,0,0,0
62,115778,116131.0,0,0,0,0
63,116484,117801.5,0,0,0,0
64,119119,120090.5,0,0,0,0
65,121062,121131.0,0,0,0,0
66,121200,122185.0,0,0,0,0
67,123170,124295.5,0,0,2,0
68,125421,125615.5,0,0,0,0
69,125810,127916.0,0,0,0,0
70,130022,130236.0,0,0,0,0
71,130450,130795.0,0,0,0,0
72,131140,131294.5,1,0,0,0
73,131449,131583.5,0,0,0,0
74,131718,132531.5,0,0,0,0
75,133345,133868.5,0,0,0,0
76,134392,134534.0,0,0,0,0
77,134676,134741.5,0,0,0,0
78,134807,134891.0,0,0,0,0
79,134975,135396.0,1,0,0,0
80,135817,136332.5,0,0,0,0
81,136848,137661.0,0,0,0,0
82,138474,139834.0,0,0,0,0
83,141194,141734.0,1,0,1,0
84,142274,142317.0,0,0,0,0
85,142360,142500.5,0,0,0,0
86,142641,143624.5,0,0,0,0
87,144608,144920.5,0,0,0,0
88,145233,145242.5,0,0,0,0
89,145252,145307.0,0,0,0,0
90,145362,145376.5,0,0,0,0
91,145391,145429.0,0,0,0,0
92,145467,145483.0,0,0,0,0
93,145499,145549.5,0,0,0,0
94,145600,145745.5,0,0,0,0
95,145891,146070.5,0,0,0,0
96,146250,146333.5,0,0,0,0
97,146417,146481.5,0,0,0,0
98,146546,146558.5,0,0,0,0
99,146571,146619.0,0,0,0,0
100,146667,147413.0,0,0,0,0
101,148159,148210.0,0,0,0,0
102,148261,148281.5,0,0,0,0
103,148302,148369.0,0,0,0,0
104,148436,148649.5,0,0,0,0
105,148863,149514.5,0,0,0,0
106,150166,150442.0,0,0,0,0
107,150718,151192.0,0,0,0,0
108,151666,151797.0,0,0,0,0
109,151928,152047.0,0,0,0,0
110,152166,156455.0,0,0,0,0
111,160744,161015.0,0,0,0,0
112,161286,161652.5,0,0,1,0
113,162019,162063.0,0,0,0,0
114,162107,162156.0,0,0,0,0
115,162205,163300.0,0,0,0,0
116,164395,164599.5,0,0,0,0
117,164804,164901.5,0,0,0,0
118,164999,165521.0,0,0,0,0
119,166043,166095.0,0,0,0,0
120,166147,166644.5,0,0,0,0
121,167142,167310.5,0,0,0,0
122,167479,167668.5,0,0,0,0
123,167858,168071.0,1,0,1,0
124,168284,168307.0,0,0,0,0
125,168330,168373.5,0,0,0,0
126,168417,168451.0,0,0,0,0
127,168485,169022.0,0,0,0,0
128,169559,169724.5,0,0,0,0
129,169890,170270.5,0,0,0,0
130,170651,171109.0,0,0,0,0
131,171567,173692.5,0,0,2,0
132,175818,176608.0,0,0,0,0
133,177398,177582.0,0,0,0,0
134,177766,177874.5,0,0,0,0
135,177983,177985.0,0,0,0,0
136,177987,178143.0,0,0,0,0
137,178299,181175.5,0,0,0,0
138,184052,184846.0,0,0,0,0
139,185640,186139.0,0,0,0,0
140,186638,186893.0,0,0,0,0
141,187148,187404.5,0,0,0,0
142,187661,189635.5,0,0,1,0
143,191610,192819.5,0,0,0,0
144,194029,198499.0,0,0,0,0
145,202969,203114.0,0,0,0,0
146,203259,203536.0,0,0,0,0
147,203813,204267.5,0,0,0,0
148,204722,206945.0,0,0,0,0
149,209168,209706.0,0,0,0,0
150,210244,210473.5,0,0,0,0
151,210703,210913.5,0,0,0,0
152,211124,211939.0,0,0,0,0
153,212754,214781.5,0,0,0,0
154,216809,217326.5,0,0,1,0
155,217844,220596.0,0,0,1,0
156,223348,227753.0,0,0,0,0
157,232158,233388.5,0,0,0,0
158,234619,236083.0,0,0,0,0
159,237547,237855.0,0,0,0,2
160,238163,239788.0,0,0,1,3
161,241413,242418.0,0,0,0,0
162,243423,243765.5,0,0,0,0
163,244108,244817.5,1,0,0,0
164,245527,246165.5,0,0,0,0
165,246804,246933.0,0,0,0,0
166,247062,247182.5,0,0,0,0
167,247303,247820.5,0,0,0,0
168,248338,251839.0,0,0,0,0
169,255340,255680.0,0,0,0,0
170,256020,256409.0,1,0,0,0
171,256798,257849.5,0,0,0,0
172,258901,259261.5,1,0,0,0
173,259622,261507.5,0,0,1,0
174,263393,263726.5,0,1,0,4
175,264060,265338.0,0,0,0,0
176,266616,267759.5,0,0,0,0
177,268903,268943.0,0,0,0,0
178,268983,269270.0,0,0,0,0
179,269557,269620.5,0,0,0,0
180,269684,270109.0,0,0,0,0
181,270534,270551.5,0,0,0,0
182,270569,270580.5,0,0,0,0
183,270592,270666.0,0,0,0,0
184,270740,270923.0,0,0,0,0
185,271106,271110.0,0,0,0,0
186,271114,271209.0,0,0,0,0
187,271304,272295.5,0,0,4,0
188,273287,273388.0,0,0,0,0
189,273489,273863.5,0,0,1,0
190,274238,277379.0,0,0,2,0
191,280520,280713.5,0,0,0,0
192,280907,281961.0,0,0,1,0
193,283015,283057.0,0,0,0,0
194,283099,283181.0,0,0,0,0
195,283263,283622.5,0,0,1,0
196,283982,284038.5,0,0,0,0
197,284095,284159.5,0,0,1,0
198,284224,284236.0,0,0,0,0
199,284248,284382.5,0,0,0,0
200,284517,284617.0,0,0,0,0
201,284717,284890.5,0,0,0,0
202,285064,285069.0,0,0,0,0
203,285074,285111.5,0,0,0,0
204,285149,285160.0,0,0,0,0
205,285171,285195.5,0,0,0,0
206,285220,285252.0,0,0,0,0
207,285284,285318.0,0,0,0,0
208,285352,285371.5,0,0,0,0
209,285391,285457.5,0,0,0,0
210,285524,285600.0,0,0,0,0
211,285676,286064.0,0,0,0,0
212,286452,286602.0,0,0,0,0
213,286752,286775.5,0,0,0,0
214,286799,286884.5,0,0,0,0
215,286970,287210.0,0,0,0,0
216,287450,287532.5,0,0,0,0
217,287615,287621.5,0,0,0,0
218,287628,288023.5,0,0,0,0
219,288419,289819.0,0,0,1,0
220,291219,292123.5,0,0,0,0
221,293028,293310.0,0,0,0,0
222,293592,293741.0,0,0,0,0
223,293890,294100.0,0,0,0,0
224,294310,294766.0,0,0,0,0
225,295222,295324.0,0,0,0,0
226,295426,296061.0,0,0,0,0
227,296696,296747.5,0,0,0,0
228,296799,296822.5,0,0,0,0
229,296846,297165.0,0,0,0,0
230,297484,298213.0,0,0,0,0
231,298942,299405.0,0,0,0,0
232,299868,301201.0,0,0,0,0
233,302534,302943.0,0,0,0,0
234,303352,304659.5,0,0,1,0
235,305967,306801.0,0,0,2,0
236,307635,308132.5,0,0,0,0
237,308630,309788.0,0,0,4,0
238,310946,311298.5,0,0,0,0
239,311651,311739.5,0,0,0,0
240,311828,312051.0,0,0,0,0
241,312274,314107.5,0,0,10,0
242,315941,316026.5,0,0,0,0
243,316112,316146.5,0,0,0,0
244,316181,316206.5,0,0,0,0
245,316232,318296.5,0,0,2,0
246,320361,320698.5,0,0,0,0
247,321036,321138.5,0,0,0,0
248,321241,322018.5,0,0,0,0
249,322796,323105.0,0,0,0,0
250,323414,323451.5,0,0,0,0
251,323489,323693.0,0,0,0,0
252,323897,324292.5,0,0,2,0
253,324688,325256.0,0,0,0,0
254,325824,327583.0,0,0,0,0
255,329342,334115.5,0,0,7,0
256,338889,340635.0,0,0,0,0
257,342381,343056.0,0,0,1,0
258,343731,343981.5,0,0,1,0
259,344232,345212.5,0,0,0,0
260,346193,346804.0,0,0,0,0
261,347415,347417.0,0,0,0,0
262,347419,347500.5,0,0,0,0
263,347582,350519.0,0,0,1,0
264,353456,354097.5,0,0,0,0
265,354739,356418.0,0,0,0,0
266,358097,358339.0,0,0,0,0
267,358581,360068.0,0,0,0,0
268,361555,362027.0,1,0,1,0
269,362499,363398.5,0,0,0,0
270,364298,365482.0,0,0,1,0
271,366666,369357.5,0,0,0,0
272,372049,374820.5,1,0,0,0
273,377592,378422.5,0,0,0,0
274,379253,380819.0,1,0,0,0
275,382385,392489.5,1,1,2,0
276,402594,404981.0,1,1,1,0
277,407368,409308.5,2,0,1,0
278,411249,412247.0,2,0,2,0
279,413245,415290.5,3,0,3,0
280,417336,419692.0,4,0,6,0
281,422048,422569.0,0,0,0,0
282,423090,423879.5,1,0,2,0
283,424669,425511.5,0,0,0,0
284,426354,426586.5,0,0,0,0
285,426819,429273.0,6,0,1,0
286,431727,433089.0,1,0,1,0
287,434451,434615.0,0,0,0,0
288,434779,435112.0,1,0,0,0
289,435445,436383.5,0,0,0,0
290,437322,437467.5,0,0,0,0
291,437613,437733.5,0,0,0,0
292,437854,438051.0,1,0,1,0
293,438248,438364.5,2,0,1,0
294,438481,438735.0,1,0,0,0
295,438989,439334.5,1,1,1,0
296,439680,440971.0,0,0,0,0
297,442262,442368.0,0,0,0,0
298,442474,443304.0,0,0,1,0
299,444134,444357.0,1,0,1,0
300,444580,444609.0,0,0,0,0
301,444638,444669.0,0,0,0,0
302,444700,446521.5,0,0,0,0
303,448343,448533.0,0,0,0,0
304,448723,448961.0,0,0,0,0
305,449199,449236.0,0,0,0,0
306,449273,449293.0,0,0,0,0
307,449313,451382.0,2,0,0,0
308,453451,454574.5,0,0,0,0
309,455698,456221.0,0,0,0,0
310,456744,457719.0,0,0,0,0
311,458694,460698.0,4,0,1,0
312,462702,464667.0,0,0,0,0
313,466632,468855.0,0,0,0,0
314,471078,471289.0,0,0,0,0
315,471500,473265.5,0,0,1,0
316,475031,476390.5,2,0,1,0
317,477750,478537.5,0,0,0,0
318,479325,482404.0,1,0,1,0
319,485483,486782.0,1,0,1,0
320,488081,488837.5,0,0,0,0
321,489594,490058.0,0,0,0,0
322,490522,491406.0,0,0,0,0
323,492290,492861.5,0,0,0,0
324,493433,494151.5,0,0,0,0
325,494870,496524.0,0,0,0,0
326,498178,499515.5,0,0,0,0
327,500853,501010.5,0,0,0,0
328,501168,504659.5,1,0,1,0
329,508151,508994.0,0,0,0,0
330,509837,509981.0,0,0,0,0
331,510125,511536.0,0,0,0,0
332,512947,514578.0,0,0,0,0
333,516209,517511.0,0,0,0,0
334,518813,518815.0,0,0,0,0
335,518817,519225.5,0,0,0,0
336,519634,519670.5,0,0,0,0
337,519707,523548.0,0,0,0,0
338,527389,530206.0,0,0,0,0
339,533023,533200.0,0,0,0,0
340,533377,533643.0,0,0,1,0
341,533909,535455.0,0,0,1,0
342,537001,537114.0,0,0,0,0
343,537227,538609.5,0,0,0,0
344,539992,541368.5,0,0,0,0
345,542745,544462.0,0,0,2,0
346,546179,546620.5,1,0,0,0
347,547062,549140.5,0,0,0,0
348,551219,551442.5,0,0,0,0
349,551666,551674.5,0,0,0,0
350,551683,552754.0,0,1,0,0
351,553825,553901.5,0,0,0,0
352,553978,554433.5,0,0,0,0
353,554889,555584.0,1,0,1,0
354,556279,556311.0,0,0,0,0
355,556343,556460.0,0,0,0,0
356,556577,556630.0,0,0,0,0
357,556683,556978.0,0,0,0,0
358,557273,557316.5,0,0,0,0
359,557360,557547.5,0,0,0,0
360,557735,558022.0,0,0,0,0
361,558309,559631.0,0,0,0,0
362,560953,561024.5,0,0,1,0
363,561096,561157.5,1,0,1,0
364,561219,562153.0,0,0,1,0
365,563087,563133.5,0,0,0,0
366,563180,563235.0,0,0,0,0
367,563290,563471.5,0,0,0,0
368,563653,563914.0,0,0,0,0
369,564175,564362.5,0,0,0,0
370,564550,564656.5,0,0,0,0
371,564763,564831.5,0,0,0,0
372,564900,564950.0,0,0,0,0
373,565000,565300.0,0,0,0,0
374,565600,565790.5,0,0,0,0
375,565981,566298.5,0,0,0,0
376,566616,566641.0,1,0,0,0
377,566666,566951.5,1,0,0,0
378,567237,567321.5,0,0,0,0
379,567406,567437.5,0,0,0,0
380,567469,567494.5,0,0,0,0
381,567520,567618.0,1,0,1,0
382,567716,568057.0,0,0,0,0
383,568398,568455.5,1,0,1,0
384,568513,568555.5,0,0,0,0
385,568598,568631.5,0,0,0,0
386,568665,568879.5,0,0,0,0
387,569094,569150.5,0,0,0,0
388,569207,569921.5,0,0,0,0
389,570636,571369.0,1,0,1,0
390,572102,572178.5,0,0,0,0
391,572255,573527.5,0,0,0,0
392,574800,574815.5,0,0,0,0
393,574831,574840.5,0,0,0,0
394,574850,574856.5,0,0,0,0
395,574863,574867.5,0,0,0,0
396,574872,574904.0,0,1,0,0
397,574936,575137.0,1,0,1,0
398,575338,575369.5,0,0,0,0
399,575401,575423.5,0,0,0,0
400,575446,575468.5,0,0,0,0
401,575491,575570.0,0,0,0,0
402,575649,575665.5,0,0,0,0
403,575682,575687.5,0,0,0,0
404,575693,575703.0,0,0,0,0
405,575713,575724.5,0,0,0,0
406,575736,575780.0,0,0,0,0
407,575824,575847.0,0,0,0,0
408,575870,575879.5,0,0,0,0
409,575889,576010.0,0,0,0,0
410,576131,576153.5,0,0,0,0
411,576176,576188.0,0,0,0,0
412,576200,576216.5,0,0,0,0
413,576233,576324.5,0,0,1,0
414,576416,576456.5,0,0,0,0
415,576497,576519.0,0,0,0,0
416,576541,576549.5,0,0,0,0
417,576558,576563.5,0,0,0,0
418,576569,576580.5,0,0,0,0
419,576592,576608.5,0,0,0,0
420,576625,576637.5,0,0,0,0
421,576650,576663.0,0,0,0,0
422,576676,576685.5,0,0,0,0
423,576695,576738.0,0,0,0,0
424,576781,576812.5,0,0,0,0
425,576844,576924.0,0,0,0,0
426,577004,577792.5,0,0,0,0
427,578581,578616.5,0,0,0,0
428,578652,578884.0,0,0,0,0
429,579116,583779.5,0,0,0,0
430,588443,592606.0,0,0,0,0
431,596769,598887.5,0,0,1,0
432,601006,601327.0,0,0,0,0
433,601648,601894.0,0,0,0,0
434,602140,602334.0,0,0,0,0
435,602528,602597.0,0,0,0,0
436,602666,602676.0,0,0,0,0
437,602686,602711.5,0,0,0,0
438,602737,602991.0,0,0,0,0
439,603245,603289.5,0,0,0,0
440,603334,603364.0,0,0,0,0
441,603394,603422.0,0,0,0,0
442,603450,603480.0,0,0,0,0
443,603510,603658.5,0,0,0,0
444,603807,604278.0,0,0,0,0
445,604749,604802.0,0,0,0,0
446,604855,604922.5,0,0,0,0
447,604990,605100.5,0,0,0,0
448,605211,605217.5,0,0,0,0
449,605224,605311.0,0,0,0,0
450,605398,605433.5,0,0,0,0
451,605469,605539.5,1,0,0,0
452,605610,605724.0,0,0,0,0
453,605838,606024.5,0,0,0,0
454,606211,606248.5,0,0,0,0
455,606286,606769.0,0,0,0,0
456,607252,607928.0,0,0,0,0
457,608604,608827.5,0,0,0,0
458,609051,609437.5,0,0,0,0
459,609824,610839.5,1,0,1,0
460,611855,611881.0,0,0,0,0
461,611907,611956.5,0,0,0,0
462,612006,612016.5,0,0,0,0
463,612027,612337.0,0,0,0,0
464,612647,613557.5,0,0,0,0
465,614468,614666.0,0,0,0,0
466,614864,615068.0,0,0,0,0
467,615272,616039.5,0,0,0,0
468,616807,617270.5,0,0,0,0
469,617734,618101.5,0,0,0,0
470,618469,619261.0,0,0,0,0
471,620053,620116.5,0,0,0,0
472,620180,620228.0,0,0,0,0
473,620276,620428.0,0,0,0,0
474,620580,620607.5,0,0,0,0
475,620635,620669.5,0,0,0,0
476,620704,620716.0,0,0,0,0
477,620728,620777.5,0,0,0,0
478,620827,620861.0,0,0,0,0
479,620895,621390.0,0,0,0,0
480,621885,621911.0,0,0,0,0
481,621937,622041.0,0,0,0,0
482,622145,622196.0,0,0,0,0
483,622247,622288.5,0,0,0,0
484,622330,622349.5,0,0,0,0
485,622369,622415.5,0,0,0,0
486,622462,622591.0,0,0,0,0
487,622720,623388.0,0,0,1,0
488,624056,624081.5,0,0,0,0
489,624107,624167.0,0,0,0,0
490,624227,624446.0,0,0,0,0
491,624665,624947.0,0,0,0,0
492,625229,625252.5,0,0,0,0
493,625276,625303.5,0,0,0,0
494,625331,625370.5,0,0,0,0
495,625410,625606.0,0,0,0,0
496,625802,625943.0,0,0,0,0
497,626084,626119.5,0,0,0,0
498,626155,626223.0,0,0,0,0
499,626291,626380.0,0,0,0,0
500,626469,626579.0,0,0,0,0
501,626689,626748.0,0,0,0,0
502,626807,627594.0,0,0,0,0
503,628381,628782.0,0,0,0,0
504,629183,629273.0,0,0,0,0
505,629363,629505.5,0,0,0,0
506,629648,629663.5,0,0,0,0
507,629679,629698.0,0,0,0,0
508,629717,630508.5,0,0,0,0
509,631300,631370.0,0,0,0,0
510,631440,631567.0,0,0,0,0
511,631694,631738.5,0,0,0,0
512,631783,631820.5,0,0,0,0
513,631858,632053.0,0,0,0,0
514,632248,632339.0,0,0,0,0
515,632430,632458.5,0,0,0,0
516,632487,632500.5,0,0,0,0
517,632514,632721.0,0,0,0,0
518,632928,633031.0,0,0,0,0
519,633134,633162.0,0,0,0,0
520,633190,633231.5,0,0,0,0
521,633273,633388.5,0,0,0,0
522,633504,633545.5,0,0,0,0
523,633587,633662.5,0,0,0,0
524,633738,633865.5,0,0,0,0
525,633993,634010.5,0,0,0,0
526,634028,634069.5,0,0,0,0
527,634111,634177.5,0,0,0,0
528,634244,634371.5,0,0,0,0
529,634499,634506.5,0,0,0,0
530,634514,634843.0,0,0,0,0
531,635172,635730.0,1,0,2,0
532,636288,636944.5,0,0,0,0
533,637601,637619.0,0,0,0,0
534,637637,637654.5,0,0,0,0
535,637672,637708.0,0,0,0,0
536,637744,637764.5,0,0,0,0
537,637785,637831.5,0,0,0,0
538,637878,638472.0,0,0,1,0
539,639066,639157.0,0,0,0,0
540,639248,639373.5,0,0,1,0
541,639499,639516.0,0,0,0,0
542,639533,639743.0,0,0,0,0
543,639953,640312.0,1,0,1,0
544,640671,640855.0,0,0,0,0
545,641039,641478.0,1,0,1,0
546,641917,641989.5,1,0,1,0
547,642062,642208.0,0,0,0,0
548,642354,642501.5,0,0,0,0
549,642649,642796.0,0,0,0,0
550,642943,642995.5,1,0,1,0
551,643048,643069.5,0,0,0,0
552,643091,643171.5,0,0,0,0
553,643252,643413.0,0,0,0,0
554,643574,643614.0,0,0,0,0
555,643654,643666.5,0,0,0,0
556,643679,643811.0,1,0,1,0
557,643943,643975.0,0,0,0,0
558,644007,644027.0,0,0,0,0
559,644047,644085.0,0,0,0,0
560,644123,644132.5,0,0,0,0
561,644142,644187.0,0,0,0,0
562,644232,644283.5,0,0,0,0
563,644335,644629.0,1,0,1,0
564,644923,644970.0,0,0,0,0
565,645017,645092.5,0,0,0,0
566,645168,645170.0,0,0,0,0
567,645172,645203.0,0,0,0,0
568,645234,645500.5,0,0,0,0
569,645767,645819.5,0,0,0,0
570,645872,645963.0,1,0,0,0
571,646054,646076.5,0,0,0,0
572,646099,646150.0,0,0,0,0
573,646201,646256.0,0,0,0,0
574,646311,646330.5,0,0,0,0
575,646350,646380.0,0,0,0,0
576,646410,646421.5,0,0,0,0
577,646433,646485.5,1,0,1,0
578,646538,646793.5,0,0,0,0
579,647049,647067.5,0,0,0,0
580,647086,647125.0,0,0,0,0
581,647164,647207.0,0,0,0,0
582,647250,647307.5,0,0,0,0
583,647365,647395.5,0,0,0,0
584,647426,647486.0,0,0,0,0
585,647546,647569.5,1,0,0,0
586,647593,647623.0,0,0,0,0
587,647653,647701.0,0,0,0,0
588,647749,647802.0,0,0,0,0
589,647855,647951.0,0,0,0,0
590,648047,648071.5,0,0,0,0
591,648096,648285.0,0,0,0,0
592,648474,648487.0,0,0,0,0
593,648500,650263.5,0,0,0,0
594,652027,652706.0,0,0,0,0
595,653385,653411.5,0,0,0,0
596,653438,653453.5,0,0,0,0
597,653469,653634.0,0,0,0,0
598,653799,654451.5,0,0,0,0
599,655104,655145.5,0,0,0,0
600,655187,655273.5,0,0,0,0
601,655360,655378.0,0,0,0,0
602,655396,655472.5,0,0,0,0
603,655549,655569.0,0,0,0,0
604,655589,655650.0,0,0,0,0
605,655711,655974.0,0,0,0,0
606,656237,656241.5,0,0,0,0
607,656246,656305.0,0,0,0,0
608,656364,656392.5,0,0,0,0
609,656421,656444.0,0,0,0,0
610,656467,656505.5,0,0,0,0
611,656544,656632.0,0,0,0,0
612,656720,656729.5,0,0,0,0
613,656739,656755.0,0,0,0,0
614,656771,656903.0,0,0,0,0
615,657035,657048.5,0,0,0,0
616,657062,657180.0,0,0,0,0
617,657298,657323.0,0,0,0,0
618,657348,657365.5,0,0,0,0
619,657383,657444.0,0,0,0,0
620,657505,657655.5,0,0,0,0
621,657806,657825.0,0,0,0,0
622,657844,657867.0,0,0,0,0
623,657890,657899.5,0,0,0,0
624,657909,657929.0,0,0,0,0
625,657949,657983.0,0,0,0,0
626,658017,658107.0,0,0,0,0
627,658197,658210.0,0,0,0,0
628,658223,658234.0,0,0,0,0
629,658245,658264.0,0,0,0,0
630,658283,658296.5,0,0,0,0
631,658310,658325.5,0,0,0,0
632,658341,658726.5,0,0,0,0
633,659112,659187.0,0,0,0,0
634,659262,659608.5,0,0,0,0
635,659955,660028.5,0,0,0,0
636,660102,660424.5,0,0,0,0
637,660747,662229.0,0,0,0,0
638,663711,663852.5,0,0,0,0
639,663994,664097.0,0,0,0,0
640,664200,665084.5,0,0,0,0
641,665969,666312.0,0,0,0,0
642,666655,669284.5,0,0,0,0
643,671914,672760.5,0,0,0,0
644,673607,673801.5,0,0,0,0
645,673996,674382.5,0,0,0,0
646,674769,676151.0,0,0,0,0
647,677533,677826.0,0,0,0,0
648,678119,678422.0,0,0,0,0
649,678725,682133.0,0,0,0,0
650,685541,688912.5,0,0,0,0
651,692284,693726.5,0,0,0,0
652,695169,696601.0,0,0,0,0
653,698033,701277.5,0,0,0,0
